case_id,amount,transaction_age_days,payment_method,account_age_days,previous_orders,previous_chargebacks,previous_refunds,device_seen_before,location_consistent,velocity_24h,delivered,delivery_confirmed,delivery_age_days,customer_contacted,merchant_response_time_hours,refund_requested,dispute_type,dispute_text
CB-00284,4095.28,4,upi,768,11,0,1,True,True,6,False,False,0,True,13.5,True,ITEM_NOT_RECEIVED,Customer says the order never arrived. They say they requested a refund. They report that they tried to resolve this with the seller.
CB-00285,1802.21,52,wallet,854,11,2,1,True,True,2,True,True,17,True,17.0,True,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. They say they requested a refund. The seller says delivery was confirmed. The order appears in their account history. The customer says they previously contacted support.
CB-00286,1549.76,31,upi,1049,18,0,0,False,True,3,True,False,9,False,5.1,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected.
CB-00287,14196.17,20,wallet,492,5,1,2,True,True,4,True,False,19,True,6.6,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. They mention contacting the merchant. The dispute was filed after the expected delivery period.
CB-00288,1103.34,17,netbanking,771,15,1,2,True,True,2,True,True,28,True,11.2,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The seller says delivery was confirmed. The order appears in their account history. They report that they tried to resolve this with the seller.
CB-00289,1654.34,26,upi,883,9,0,2,True,True,5,True,True,22,True,3.9,True,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The customer says they previously contacted support. The dispute was filed after the expected delivery period. The customer mentions asking for their money back. The merchant claims there is delivery confirmation.
CB-00290,946.14,55,netbanking,1107,15,0,2,True,True,4,True,True,35,False,35.7,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The dispute was filed after the expected delivery period. The seller says delivery was confirmed.
CB-00291,6656.54,27,wallet,988,11,0,0,True,True,3,True,True,23,False,26.7,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. The seller says delivery was confirmed. The dispute was filed after the expected delivery period.
CB-00292,1491.98,36,upi,562,17,1,2,False,True,3,True,False,16,False,6.0,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The dispute was filed after the expected delivery period.
CB-00293,3687.66,38,upi,944,15,0,1,True,True,3,True,True,28,True,21.1,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The dispute was filed after the expected delivery period. The merchant claims there is delivery confirmation. They mention contacting the merchant.
CB-00294,1464.03,15,wallet,1144,9,0,0,True,True,3,True,False,13,False,46.5,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction.
CB-00295,3685.42,20,netbanking,1068,9,0,1,True,False,1,True,True,24,False,11.8,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them.
CB-00296,2297.92,54,upi,797,16,0,3,True,False,2,True,True,25,False,3.0,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The merchant claims there is delivery confirmation.
CB-00297,1154.17,41,wallet,946,11,0,0,True,True,2,True,True,23,True,6.6,True,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. They mention contacting the merchant. The merchant claims there is delivery confirmation. The customer mentions asking for their money back.
CB-00298,1706.14,10,wallet,749,10,0,0,True,True,3,True,True,26,True,1.6,True,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The customer mentions asking for their money back. They report that they tried to resolve this with the seller. The seller says delivery was confirmed. The order appears in their account history.
CB-00299,2100.39,28,netbanking,998,10,1,1,True,True,4,True,True,14,False,19.2,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery.
CB-00300,876.44,33,wallet,635,9,1,2,True,True,2,True,True,14,True,3.5,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. They refer to the original order. They report that they tried to resolve this with the seller.
CB-00301,3612.22,36,wallet,993,10,1,2,True,False,4,True,True,15,True,9.1,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. They mention contacting the merchant. The seller says delivery was confirmed. They refer to the original order.
CB-00302,4511.35,24,card,416,7,0,0,True,True,6,True,False,20,False,29.8,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected.
CB-00303,3503.75,9,upi,867,9,0,2,False,True,4,False,False,0,False,22.7,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing.
CB-00304,6640.15,20,card,1123,12,0,0,True,True,1,True,False,32,False,2.5,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. They refer to the original order.
CB-00305,2701.42,25,netbanking,959,15,2,1,True,False,2,True,False,26,False,4.2,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing.
CB-00306,6237.25,41,netbanking,928,15,0,2,True,True,2,True,False,26,False,8.4,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The order appears in their account history.
CB-00307,3463.6,21,upi,976,18,0,2,True,True,1,True,True,19,False,7.2,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction.
CB-00308,1702.24,25,wallet,527,14,1,1,True,False,2,True,True,11,False,5.3,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized.
CB-00309,6400.53,26,card,1046,11,1,0,True,True,1,True,True,23,True,4.5,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The merchant claims there is delivery confirmation. They report that they tried to resolve this with the seller.
CB-00310,773.03,47,upi,852,10,0,1,True,True,3,True,True,15,False,6.2,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. The dispute was filed after the expected delivery period. The merchant claims there is delivery confirmation.
CB-00311,3676.23,34,wallet,986,13,0,0,True,True,3,True,True,21,False,37.6,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The dispute was filed after the expected delivery period. The merchant claims there is delivery confirmation.
CB-00312,1773.29,26,netbanking,1002,11,0,1,True,True,1,False,False,0,False,7.8,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing.
CB-00313,559.74,28,netbanking,637,12,0,2,True,False,0,True,False,19,False,2.2,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment.
CB-00314,4053.63,64,card,857,9,0,0,False,True,4,True,True,12,True,6.3,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The order appears in their account history. The customer says they previously contacted support.
CB-00315,1348.21,38,wallet,1028,12,1,0,True,False,4,True,True,27,True,24.8,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The customer says they previously contacted support. The order appears in their account history.
CB-00316,9517.82,27,wallet,668,6,0,1,True,True,1,True,True,34,False,15.3,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction.
CB-00317,1735.65,21,card,878,12,0,0,True,True,5,True,True,18,False,9.9,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The merchant claims there is delivery confirmation.
CB-00318,3759.07,51,wallet,864,8,1,0,True,True,4,True,True,24,True,13.8,True,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. They report that they tried to resolve this with the seller. They say they requested a refund.
CB-00319,5543.41,34,wallet,1135,12,0,0,True,True,1,True,True,23,False,15.7,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The seller says delivery was confirmed.
CB-00320,2009.68,20,netbanking,1245,13,0,0,True,True,1,True,True,17,False,2.0,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received.
CB-00321,2432.49,16,card,882,13,0,2,True,True,2,True,True,20,True,5.6,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. They report that they tried to resolve this with the seller.
CB-00322,1626.98,1,upi,946,15,0,1,False,True,1,True,True,14,True,18.2,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The order appears in their account history. The merchant claims there is delivery confirmation. They mention contacting the merchant.
CB-00323,3562.62,40,wallet,1179,7,0,1,True,True,4,True,True,24,False,17.2,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized.
CB-00324,3498.25,15,upi,1078,16,0,1,True,True,2,True,True,19,False,34.1,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The dispute was filed after the expected delivery period.
CB-00325,4954.82,15,netbanking,1017,13,0,1,True,False,1,False,False,0,False,4.3,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description.
CB-00326,601.11,14,upi,1226,18,0,0,True,True,5,False,False,0,False,21.3,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized.
CB-00327,1461.13,44,netbanking,858,11,0,2,True,True,3,True,True,26,False,26.7,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. The dispute was filed after the expected delivery period.
CB-00328,1611.29,69,wallet,979,15,0,0,True,True,3,False,False,0,False,12.8,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00329,1685.22,9,netbanking,1046,17,0,1,True,True,2,True,True,20,True,33.0,True,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The seller says delivery was confirmed. They report that they tried to resolve this with the seller. The customer mentions asking for their money back.
CB-00330,1638.62,31,wallet,909,15,0,2,True,False,2,True,True,20,False,11.2,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. The merchant claims there is delivery confirmation.
CB-00331,1559.46,29,card,1093,9,0,1,True,True,2,True,True,16,False,7.0,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction.
CB-00332,7942.89,13,wallet,606,9,2,3,True,True,3,True,True,21,False,11.3,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. They refer to the original order.
CB-00333,1717.64,62,netbanking,664,11,1,2,True,False,4,True,True,28,False,20.5,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment.
CB-00334,2044.68,14,netbanking,953,8,0,1,True,True,2,True,True,31,False,10.5,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00335,1936.39,42,upi,672,4,0,1,True,True,4,True,True,21,False,14.5,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The merchant claims there is delivery confirmation. They refer to the original order.
CB-00336,994.56,7,card,1373,9,0,1,True,True,4,False,False,0,True,15.4,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. They mention contacting the merchant.
CB-00337,2382.94,17,upi,803,12,0,0,False,True,3,True,True,24,False,3.5,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different.
CB-00338,2693.98,50,wallet,1076,5,0,1,False,True,3,True,True,18,False,3.5,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The seller says delivery was confirmed.
CB-00339,1933.09,48,wallet,701,10,0,2,False,True,1,True,False,21,False,120.0,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The dispute was filed after the expected delivery period.
CB-00340,2941.91,86,netbanking,1011,16,1,1,True,True,2,True,True,30,True,6.8,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The order appears in their account history. The customer says they previously contacted support.
CB-00341,2999.56,20,upi,962,11,0,1,False,True,4,True,True,31,False,75.0,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The dispute was filed after the expected delivery period.
CB-00342,2368.5,14,netbanking,1026,10,0,1,False,True,4,True,True,25,False,9.2,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The order appears in their account history. The merchant claims there is delivery confirmation.
CB-00343,304.7,13,netbanking,680,13,1,0,False,False,2,True,True,18,True,11.5,True,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The customer mentions asking for their money back. The dispute was filed after the expected delivery period. The customer says they previously contacted support.
CB-00344,3416.3,21,wallet,1088,14,0,2,False,True,6,False,False,0,True,59.0,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. They report that they tried to resolve this with the seller.
CB-00345,1367.83,3,card,694,15,0,1,True,True,3,True,True,15,False,16.4,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The merchant claims there is delivery confirmation.
CB-00346,2376.34,11,wallet,674,13,0,1,True,False,0,True,True,8,False,12.9,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The merchant claims there is delivery confirmation.
CB-00347,2866.73,11,upi,855,13,1,1,True,True,4,True,True,16,False,22.5,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The dispute was filed after the expected delivery period.
CB-00348,975.05,20,wallet,681,13,0,3,True,True,5,True,False,29,True,21.4,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. They mention contacting the merchant. The dispute was filed after the expected delivery period.
CB-00349,1376.96,16,card,850,15,1,0,True,True,5,True,True,16,True,21.5,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The seller says delivery was confirmed. They report that they tried to resolve this with the seller.
CB-00350,3267.54,20,card,733,8,0,0,True,False,4,True,True,13,True,7.3,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. They mention contacting the merchant. The seller says delivery was confirmed. The dispute was filed after the expected delivery period.
CB-00351,6003.53,20,netbanking,764,16,0,1,True,True,4,True,True,20,True,5.0,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The customer says they previously contacted support.
CB-00352,2730.61,40,netbanking,971,12,0,2,True,True,1,True,True,26,False,29.0,False,ITEM_NOT_RECEIVED,Customer says the order never arrived.
CB-00353,1708.45,23,card,1091,11,0,2,True,True,3,True,True,23,False,10.1,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The merchant claims there is delivery confirmation. The dispute was filed after the expected delivery period.
CB-00354,3038.95,9,wallet,992,14,0,2,True,True,2,True,False,17,False,14.3,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00355,2832.62,13,card,1132,20,0,0,True,True,5,True,False,33,True,27.5,True,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. They mention contacting the merchant. They say they requested a refund.
CB-00356,777.24,11,card,1191,11,0,1,True,True,2,True,True,30,False,24.0,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The merchant claims there is delivery confirmation.
CB-00357,1602.89,27,netbanking,1000,13,1,2,True,True,0,True,False,19,True,3.8,True,ITEM_NOT_RECEIVED,Customer says the order never arrived. They mention contacting the merchant. They say they requested a refund.
CB-00358,3425.33,11,netbanking,589,19,2,1,True,True,2,True,True,15,False,6.9,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received.
CB-00359,795.69,48,netbanking,1203,13,0,0,True,True,4,False,False,0,True,13.3,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. They report that they tried to resolve this with the seller.
CB-00360,660.66,21,card,922,16,0,1,True,False,1,True,False,30,True,14.3,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The order appears in their account history. They mention contacting the merchant.
CB-00361,861.23,41,wallet,907,15,2,0,True,True,2,True,True,18,True,3.6,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. They mention contacting the merchant.
CB-00362,2701.48,17,wallet,722,12,1,3,True,True,4,True,False,13,False,120.0,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. They refer to the original order.
CB-00363,2675.0,56,upi,841,13,0,1,True,True,4,False,False,0,False,26.1,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction.
CB-00364,3293.48,11,netbanking,1291,15,0,0,True,True,2,True,True,16,False,14.5,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The merchant claims there is delivery confirmation.
CB-00365,826.1,33,upi,796,17,0,0,True,True,8,True,True,28,True,2.9,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The customer says they previously contacted support. The seller says delivery was confirmed. The order appears in their account history.
CB-00366,1414.83,66,card,924,13,1,1,True,True,2,True,True,17,False,12.4,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The seller says delivery was confirmed. They refer to the original order.
CB-00367,14188.66,28,card,1027,23,0,1,True,True,0,False,False,0,False,18.3,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery.
CB-00368,1630.5,9,card,572,10,1,2,True,True,6,True,True,19,True,7.9,True,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. They say they requested a refund. The customer says they previously contacted support. They refer to the original order.
CB-00369,2929.07,45,upi,1043,9,1,2,True,True,2,True,True,27,False,7.4,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The seller says delivery was confirmed. They refer to the original order.
CB-00370,5880.37,15,upi,1101,18,1,1,False,True,1,True,True,15,False,26.7,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. They refer to the original order. The merchant claims there is delivery confirmation.
CB-00371,1897.41,19,upi,891,12,0,2,True,False,1,True,True,10,False,13.4,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The merchant claims there is delivery confirmation.
CB-00372,944.06,43,netbanking,910,9,1,0,False,True,5,False,False,0,True,13.1,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The customer says they previously contacted support.
CB-00373,672.96,68,wallet,963,18,0,1,False,False,4,True,False,10,False,11.8,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. They refer to the original order.
CB-00374,7631.5,49,upi,815,7,0,3,True,True,2,True,True,26,True,7.2,True,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The customer says they previously contacted support. The order appears in their account history. They say they requested a refund.
CB-00375,1154.74,59,wallet,989,7,0,3,True,True,4,True,True,25,False,34.6,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. They refer to the original order.
CB-00376,2858.27,61,netbanking,1461,16,0,1,True,True,1,True,True,24,False,5.6,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The merchant claims there is delivery confirmation.
CB-00377,2986.21,12,card,664,11,0,1,True,True,2,True,True,18,False,80.6,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The seller says delivery was confirmed.
CB-00378,611.33,20,card,829,15,0,2,True,True,1,True,True,25,False,24.3,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The seller says delivery was confirmed.
CB-00379,2656.54,85,netbanking,795,22,0,1,True,True,3,True,True,19,False,14.9,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received.
CB-00380,1373.53,40,wallet,906,20,1,1,True,False,4,False,False,0,False,6.5,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00381,505.51,32,wallet,1109,13,1,0,True,True,2,True,True,29,False,11.8,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different.
CB-00382,3043.69,38,card,674,13,2,1,True,True,3,True,True,25,False,10.3,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment.
CB-00383,6166.05,21,upi,977,9,0,2,True,True,1,True,True,15,False,22.7,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment.
CB-00384,593.91,22,wallet,963,19,0,2,True,True,5,True,True,24,False,6.9,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The merchant claims there is delivery confirmation.
CB-00385,2704.44,32,netbanking,1125,6,0,1,False,False,4,False,False,0,False,9.1,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received.
CB-00386,4038.37,23,upi,988,15,0,2,True,True,3,True,True,26,False,15.6,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. They refer to the original order.
CB-00387,3340.08,38,upi,983,14,0,2,True,False,4,False,False,0,True,11.6,True,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The customer mentions asking for their money back. They mention contacting the merchant.
CB-00388,1799.36,33,wallet,1136,8,0,2,True,True,0,True,True,22,False,17.8,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The dispute was filed after the expected delivery period. The seller says delivery was confirmed.
CB-00389,1456.89,28,upi,666,8,0,3,True,True,3,True,False,33,False,14.6,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The order appears in their account history.
CB-00390,423.64,18,wallet,795,11,0,2,False,True,0,False,False,0,False,8.2,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them.
CB-00391,6135.16,23,netbanking,1193,24,0,3,True,True,1,True,True,22,False,6.4,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The seller says delivery was confirmed.
CB-00392,1850.23,7,card,591,11,0,3,True,True,9,True,False,28,False,12.8,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description.
CB-00393,802.69,21,upi,1022,17,0,0,True,True,5,True,True,14,False,9.6,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. The seller says delivery was confirmed.
CB-00394,2246.79,10,upi,1109,8,0,0,True,True,4,True,True,25,False,8.4,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The seller says delivery was confirmed.
CB-00395,4758.73,12,card,925,14,0,1,True,True,4,False,False,0,True,18.7,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The customer says they previously contacted support.
CB-00396,2005.68,52,wallet,653,8,1,0,True,True,4,True,True,19,False,4.5,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The merchant claims there is delivery confirmation. The order appears in their account history.
CB-00397,10128.71,22,upi,809,9,1,2,True,True,5,True,True,22,True,6.3,True,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The customer says they previously contacted support. They refer to the original order. They say they requested a refund.
CB-00398,2443.67,32,wallet,1011,14,0,0,True,True,3,True,True,16,False,27.3,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The seller says delivery was confirmed.
CB-00399,1999.18,22,upi,940,11,0,2,True,True,2,True,True,24,True,18.1,True,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The merchant claims there is delivery confirmation. They report that they tried to resolve this with the seller. They say they requested a refund.
CB-00400,577.51,39,netbanking,1036,13,0,3,False,False,5,True,True,21,False,33.5,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The merchant claims there is delivery confirmation.
CB-00401,4177.3,36,wallet,1051,13,1,1,True,False,5,False,False,0,False,15.2,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different.
CB-00402,2686.18,70,wallet,693,17,0,2,True,True,2,True,True,16,False,14.0,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The merchant claims there is delivery confirmation.
CB-00403,1550.98,14,netbanking,656,12,0,2,True,True,3,True,True,20,False,6.1,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00404,4038.64,10,wallet,943,6,0,3,True,True,1,False,False,0,False,9.3,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received.
CB-00405,740.49,40,wallet,900,14,1,0,False,True,2,True,True,28,True,13.2,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The customer says they previously contacted support. The seller says delivery was confirmed.
CB-00406,1858.5,4,card,854,14,1,0,False,True,5,False,False,0,False,8.8,False,ITEM_NOT_RECEIVED,Customer says the order never arrived.
CB-00407,830.55,14,netbanking,747,15,0,1,True,True,4,True,True,16,False,25.7,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The dispute was filed after the expected delivery period. The seller says delivery was confirmed.
CB-00408,1776.51,24,card,842,18,0,0,True,True,2,True,True,26,True,33.8,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The customer says they previously contacted support.
CB-00409,729.4,13,card,704,10,1,1,True,True,2,False,False,0,False,69.9,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction.
CB-00410,2028.32,17,upi,999,16,0,1,False,True,5,True,True,25,False,17.6,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The dispute was filed after the expected delivery period.
CB-00411,2690.61,49,card,1319,14,1,2,True,True,3,True,True,25,False,16.0,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The merchant claims there is delivery confirmation. The order appears in their account history.
CB-00412,1907.84,26,netbanking,1059,17,0,1,False,True,0,True,False,20,False,20.6,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The order appears in their account history.
CB-00413,3355.15,12,upi,1103,8,0,0,True,True,2,True,True,24,False,9.4,False,ITEM_NOT_RECEIVED,Customer says the order never arrived.
CB-00414,1802.06,15,upi,971,15,1,1,True,False,0,True,True,32,True,21.3,True,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The customer mentions asking for their money back. They report that they tried to resolve this with the seller. They refer to the original order.
CB-00415,2944.37,70,wallet,1175,19,0,2,True,True,6,True,True,31,False,12.2,False,ITEM_NOT_RECEIVED,Customer says the order never arrived.
CB-00416,1203.84,53,upi,755,16,1,3,True,True,2,True,True,10,False,45.2,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. They refer to the original order.
CB-00417,3955.25,21,wallet,1001,4,0,2,True,True,4,True,True,32,True,18.7,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. They mention contacting the merchant. The seller says delivery was confirmed.
CB-00418,9485.61,22,card,1100,6,1,2,True,False,5,True,True,26,True,20.9,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The customer says they previously contacted support. The seller says delivery was confirmed.
CB-00419,2110.16,32,netbanking,664,11,0,1,True,True,0,True,False,23,True,2.9,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. They report that they tried to resolve this with the seller. They refer to the original order.
CB-00420,2762.23,27,wallet,808,8,3,1,True,True,4,False,False,0,False,1.8,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received.
CB-00421,2957.68,20,upi,1232,9,1,4,True,False,3,True,False,13,False,7.8,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. They refer to the original order.
CB-00422,2587.49,28,upi,739,13,0,1,True,True,1,True,True,30,False,22.4,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction.
CB-00423,2479.91,62,card,653,9,2,2,True,True,4,True,True,27,False,7.2,False,ITEM_NOT_RECEIVED,Customer says the order never arrived.
CB-00424,2782.6,120,card,1010,9,0,0,True,True,6,True,True,31,False,10.7,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The order appears in their account history.
CB-00425,985.42,69,upi,858,7,0,1,True,True,5,True,True,28,False,4.6,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The seller says delivery was confirmed.
CB-00426,1395.79,33,netbanking,1204,10,1,1,True,True,4,True,True,24,False,4.6,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The dispute was filed after the expected delivery period.
CB-00427,888.16,73,card,719,11,0,0,True,True,6,True,True,36,False,39.5,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00428,3106.48,49,wallet,1186,20,0,1,True,True,2,True,True,18,False,5.2,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The seller says delivery was confirmed.
CB-00429,2171.53,41,upi,555,8,1,2,True,True,3,True,True,20,False,4.5,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The merchant claims there is delivery confirmation.
